Sumber Air,No. Permohonan,Nama Lokasi,Lokasi Contoh Uji,Titik Koordinat,Parameter,Satuan,Tahun,Bulan,Konsentrasi,Baku Mutu,Metode Uji
Air Sungai,171,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrit ,mg/L,2021,Desember,0.107,Tidak dipersyaratkan,SNI-06-6989-9-2004
Air Sungai,171,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",pH,,2021,Desember,6.56,9-Jun,SNI 6989.11 : 2019
Air Sungai,171,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",klorida,mg/L,2021,Desember,16.3,800,SNI 6989.19-2009
Air Sungai,171,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",COD,mg/L,2021,Desember,17.2,25,SNI 6989.2-2019
Air Sungai,171,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",BOD,mg/L,2021,Desember,1.8,3,SNI 6989.72 :2009
Air Sungai,171,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DO,mg/L,2021,Desember,8.73,4,APHA 4500-O G. 2017
Air Sungai,171,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Cu Terlarut,mg/L,2021,Desember,0.018,0.02,SNI 6989.6: 2009
Air Sungai,171,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Zn Terlarut,mg/L,2021,Desember,0.1448,Tidak dipersyaratkan,SNI-06-6989.84:2019
Air Sungai,171,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Klorin total,mg/L,2021,Desember,0.06,0.03,Merck Colorimetric DPD
Air Sungai,171,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Fosfat,mg/L,2021,Desember,0.55,Tidak dipersyaratkan,SNI 6989-31:2021
Air Sungai,171,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrat,mg/L,2021,Desember,7.4,10,APHA 4500-NO3-B 2019
Air Sungai,171,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Sianida,mg/L,2021,Desember,0.002,"0,02",Cyanide tes_Spectroquant
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Residu Terlarut (TDS),mg/L,2022,Januari,148,1000,TDS portablemeter
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Residu Tersuspensi (TSS),mg/L,2022,Januari,23.4,75,SNI  6989.3 - 2019
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Suhu,?C,2022,Januari,28.2,suhu udara ? 3?C,SNI 06 - 6989.23 - 2005
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DHL,?mhos/cm,2022,Januari,295,Tidak dipersyaratkan,SNI 6989.1:2019
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Warna,TCU,2022,Januari,45.3,50,SNI 6989.80:2011
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Fluorida,mg/L,2022,Januari,0.18,1.5,SNI 06-6989.29-2005
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",pH,,2022,Januari,6.53,9-Jun,SNI 6989.11 : 2019
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Sulfat,mg/L,2022,Januari,25.3,400,SNI 6989.20:2019
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",klorida,mg/L,2022,Januari,14.3,800,SNI 6989.19-2009
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",COD,mg/L,2022,Januari,11,25,SNI 6989.2-2019
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",BOD,mg/L,2022,Januari,1,3,SNI 6989.72 :2009
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DO,mg/L,2022,Januari,8.5,4,APHA 4500-O G. 2017
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Cu Terlarut,mg/L,2022,Januari,0.018,0.02,SNI 6989.6: 2009
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Zn Terlarut,mg/L,2022,Januari,0.015,Tidak dipersyaratkan,SNI-06-6989.84:2019
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Klorin total,mg/L,2022,Januari,0.08,0.03,Merck Colorimetric DPD
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Fosfat,mg/L,2022,Januari,0.54,Tidak dipersyaratkan,SNI 6989-31:2021
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrat Sebagai N,mg/L,2022,Januari,1.3,20,APHA 4500-NO3-B 2019
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrit sebagai N,mg/L,2022,Januari,0.033,3,SNI 06-6989.9-2004
Air Sungai,262,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Sianida,mg/L,2022,Januari,0.002,"0,02",Cyanide tes_Spectroquant
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Residu Terlarut (TDS),mg/L,2022,Februari,195,1000,TDS portablemeter
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Residu Tersuspensi (TSS),mg/L,2022,Februari,14.4,75,SNI  6989.3 - 2019
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Suhu,?C,2022,Februari,29.2,suhu udara ? 3?C,SNI 06 - 6989.23 - 2005
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DHL,?mhos/cm,2022,Februari,380,Tidak dipersyaratkan,SNI 6989.1:2019
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Warna,TCU,2022,Februari,49.1,50,SNI 6989.80:2011
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Fluorida,mg/L,2022,Februari,0.29,1.5,SNI 06-6989.29-2005
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",pH,,2022,Februari,6.36,9-Jun,SNI 6989.11 : 2019
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Sulfat,mg/L,2022,Februari,27.8,400,SNI 6989.20:2019
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",klorida,mg/L,2022,Februari,20,800,SNI 6989.19-2009
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",COD,mg/L,2022,Februari,16.1,25,SNI 6989.2-2019
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",BOD,mg/L,2022,Februari,1,3,SNI 6989.72 :2009
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DO,mg/L,2022,Februari,8.5,4,APHA 4500-O G. 2017
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Cu Terlarut,mg/L,2022,Februari,0.018,0.02,SNI 6989.6: 2009
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Zn Terlarut,mg/L,2022,Februari,0.015,Tidak dipersyaratkan,SNI-06-6989.84:2019
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Klorin total,mg/L,2022,Februari,0.1,0.03,Merck Colorimetric DPD
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Fosfat,mg/L,2022,Februari,,Tidak dipersyaratkan,SNI 6989-31:2021
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrat Sebagai N,mg/L,2022,Februari,2.2,20,APHA 4500-NO3-B 2019
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrit sebagai N,mg/L,2022,Februari,0.037,3,SNI 06-6989.9-2004
Air Sungai,274,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Sianida,mg/L,2022,Februari,0.001,"0,02",Cyanide tes_Spectroquant
Air Sungai,303,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Residu Terlarut (TDS),mg/L,2022,Maret,133,1000,TDS portablemeter
Air Sungai,303,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Suhu,?C,2022,Maret,29.2,suhu udara ? 3?C,SNI 06 - 6989.23 - 2005
Air Sungai,303,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DHL,?mhos/cm,2022,Maret,265,Tidak dipersyaratkan,SNI 6989.1:2019
Air Sungai,303,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Warna,TCU,2022,Maret,78.6,50,SNI 6989.80:2011
Air Sungai,303,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",pH,,2022,Maret,6.3,9-Jun,SNI 6989.11 : 2019
Air Sungai,303,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",klorida,mg/L,2022,Maret,9.1,800,SNI 6989.19-2009
Air Sungai,303,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",COD,mg/L,2022,Maret,22.9,25,SNI 6989.2-2019
Air Sungai,303,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",BOD,mg/L,2022,Maret,0.4,3,SNI 6989.72 :2009
Air Sungai,303,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DO,mg/L,2022,Maret,7.85,4,APHA 4500-O G. 2017
Air Sungai,303,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Cu Terlarut,mg/L,2022,Maret,0.018,0.02,SNI 6989.6: 2009
Air Sungai,303,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Ortofosfat,mg/L,2022,Maret,0.35,Tidak dipersyaratkan,SNI 6989-31:2021
Air Sungai,303,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrat Sebagai N,mg/L,2022,Maret,1.414,10,"SM APHA 23rd Ed, 4500-NO3-B 2017"
Air Sungai,303,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrit Sebagai N,mg/L,2022,Maret,0.025,0.06,SNI 06-6989.9-2004
Air Sungai,303,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Zn terlarut,mg/L,2022,Maret,0.017,0.05,SNI-06-6989.84:2019
Air Sungai,303,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Sulfat,mg/L,2022,Maret,19.2,300,SNI 6989.20-2019
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Residu Terlarut (TDS),mg/L,2022,April,138,1000,TDS portablemeter
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Suhu,?C,2022,April,27.3,suhu udara ? 3?C,SNI 06 - 6989.23 - 2005
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DHL,?mhos/cm,2022,April,254,Tidak dipersyaratkan,SNI 6989.1:2019
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Warna,TCU,2022,April,196,50,SNI 6989.80:2011
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",pH,,2022,April,6.13,9-Jun,SNI 6989.11 : 2019
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",klorida,mg/L,2022,April,7.8,800,SNI 6989.19-2009
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",COD,mg/L,2022,April,10.1,25,SNI 6989.2-2019
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",BOD,mg/L,2022,April,1.4,3,SNI 6989.72 :2009
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DO,mg/L,2022,April,7.4,4,APHA 4500-O G. 2017
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Cu Terlarut,mg/L,2022,April,0.018,0.02,SNI 6989.6: 2009
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Ortofosfat,mg/L,2022,April,0.39,Tidak dipersyaratkan,SNI 6989-31:2021
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrat Sebagai N,mg/L,2022,April,1.313,10,"SM APHA 23rd Ed, 4500-NO3-B 2017"
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrit Sebagai N,mg/L,2022,April,0.027,0.06,SNI 06-6989.9-2004
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Zn terlarut,mg/L,2022,April,0.015,0.05,SNI-06-6989.84:2019
Air Sungai,320,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Sulfat,mg/L,2022,April,36.4,300,SNI 6989.20-2019
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Residu Terlarut (TDS),mg/L,2022,Mei,183,1000,TDS portablemeter
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Suhu,?C,2022,Mei,29.2,suhu udara ? 3?C,SNI 06 - 6989.23 - 2005
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DHL,?mhos/cm,2022,Mei,360,Tidak dipersyaratkan,SNI 6989.1:2019
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Warna,TCU,2022,Mei,47,50,SNI 6989.80:2011
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",pH,,2022,Mei,6.43,9-Jun,SNI 6989.11 : 2019
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",klorida,mg/L,2022,Mei,14.1,800,SNI 6989.19-2009
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",COD,mg/L,2022,Mei,4.6,25,SNI 6989.2-2019
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",BOD,mg/L,2022,Mei,4.5,3,SNI 6989.72 :2009
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",DO,mg/L,2022,Mei,7.4,4,APHA 4500-O G. 2017
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Cu Terlarut,mg/L,2022,Mei,0.018,0.02,SNI 6989.6: 2009
Air Sungai,335,Sungai Code Jembatan Gondolayu,"Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Ortofosfat,mg/L,2022,Mei,0.52,Tidak dipersyaratkan,SNI 6989-31:2021
